strategy,sparsity_pct,split,method,n_buildings,mae,rmse,bias,med_ae,p90_ae,pearson,spearman,mae_30m,mae_40m,rr_mean,rr_med
random,0.05,val_cph,D_sparse_mono,3369,8.23623177118391,10.484146840823978,-6.286635626113154,7.049983024597168,15.986868572235112,0.4360112497449632,0.430998376652235,25.331285901607544,36.773929365750014,-1.684510958390379,-1.2487204741118827
random,0.05,val_cph,E_sparse_coarse,3369,6.831946087971102,8.211420208547853,-5.629281029670955,6.291437149047852,12.281978130340578,0.7357022118699846,0.703106569442593,18.789736919932896,27.22156833780223,-0.86009879929117,-0.6258435470314924
random,0.1,val_cph,A_coarse,3369,5.56596507348941,6.6291528778552715,-4.676066968662511,5.1284379959106445,10.01800537109375,0.8515735208602535,0.8250587053898352,11.861931615405613,17.269662528202453,0.0,0.0
random,0.1,val_cph,B_monocular,3369,8.062834120473706,11.311431424886731,3.310434826771756,5.677421569824219,18.091733932495135,0.31590053756537395,0.27564204912929,13.223391201761034,13.552886107872272,0.8421029743268215,0.9191415409914668
random,0.1,val_cph,F1_nn,3369,3.4582170591412758,7.51747197772853,-2.0720668634750745,0.08300209045410156,15.579207801818862,0.7039447440864299,0.7339425661221721,4.605470365948147,8.35824624423323,0.7390528536501446,0.9969231141789716
random,0.1,val_cph,F2_linear,3369,3.617471747313194,7.33877154418883,-1.6862098204106781,0.5532817840576172,14.77302980422974,0.7093878323735751,0.7416413495068498,4.606391054060724,7.819626203898726,0.7165369227470606,0.9969231141789716
random,0.1,val_cph,F4_depth_affine,3369,8.090472552576763,10.227730517085302,-6.139965380508484,7.186820030212402,15.625504398345951,0.443574725839193,0.4309251720192192,25.80878439909425,37.00354500474601,-1.692236843169764,-1.0775133821123686
random,0.1,val_cph,D_sparse_mono,3369,8.090472552576763,10.227730517085302,-6.139965380508484,7.186820030212402,15.625504398345951,0.443574725839193,0.4309251720192192,25.80878439909425,37.00354500474601,-1.692236843169764,-1.0775133821123686
random,0.1,val_cph,E_sparse_coarse,3369,6.78440162809752,8.111079118215551,-5.555478079760386,6.37294864654541,11.983719825744629,0.7483182164734701,0.7115735626575189,19.05304029252794,27.332502726850837,-0.8642334587368657,-0.5677019650550283
random,0.5,val_cph,A_coarse,3369,5.56596507348941,6.6291528778552715,-4.676066968662511,5.1284379959106445,10.01800537109375,0.8515735208602535,0.8250587053898352,11.861931615405613,17.269662528202453,0.0,0.0
random,0.5,val_cph,B_monocular,3369,8.062834120473706,11.311431424886731,3.310434826771756,5.677421569824219,18.091733932495135,0.31590053756537395,0.27564204912929,13.223391201761034,13.552886107872272,0.8421029743268215,0.9191415409914668
random,0.5,val_cph,F1_nn,3369,1.4050938930182968,4.603495261418722,-0.3681095743269243,0.020069122314453125,3.8370149612426974,0.867210891099039,0.8924043879247116,1.7381971677144368,4.147649304620151,0.9657443885910963,1.0003048778537793
random,0.5,val_cph,F2_linear,3369,1.6157711270587436,4.251803306031091,-0.1462573365198771,0.36207008361816406,4.224572372436525,0.8844535059544918,0.8977561541078165,2.041011916266547,4.307547075995084,0.9356493715189035,1.0150352448346192
random,0.5,val_cph,F4_depth_affine,3369,8.10974604433028,10.288506291092126,-6.239039912125979,7.1764020919799805,15.578897857666018,0.4452026443282146,0.4327564570203622,25.59091386731202,36.953433661625304,-1.6842463798603808,-0.9968427020023652
random,0.5,val_cph,D_sparse_mono,3369,8.10974604433028,10.288506291092126,-6.239039912125979,7.1764020919799805,15.578897857666018,0.4452026443282146,0.4327564570203622,25.59091386731202,36.953433661625304,-1.6842463798603808,-0.9968427020023652
random,0.5,val_cph,E_sparse_coarse,3369,6.802712331657543,8.141322092926048,-5.603880697788708,6.345502853393555,12.09794135093689,0.7482782793758879,0.7107727148128816,18.916065560446846,27.297177117446374,-0.8595625299423503,-0.5284319918778834
random,1.0,val_cph,A_coarse,3369,5.56596507348941,6.6291528778552715,-4.676066968662511,5.1284379959106445,10.01800537109375,0.8515735208602535,0.8250587053898352,11.861931615405613,17.269662528202453,0.0,0.0
random,1.0,val_cph,B_monocular,3369,8.062834120473706,11.311431424886731,3.310434826771756,5.677421569824219,18.091733932495135,0.31590053756537395,0.27564204912929,13.223391201761034,13.552886107872272,0.8421029743268215,0.9191415409914668
random,1.0,val_cph,F1_nn,3369,0.861225744859738,3.466158990448776,-0.13889843578258326,0.013268470764160156,0.7274216651916519,0.9225205268738768,0.9401616050647447,1.451279534233941,3.523254789155105,1.0031492011066359,1.0002739968392336
random,1.0,val_cph,F2_linear,3369,1.130798921358618,3.241614498041849,0.04662193812256232,0.3054218292236328,2.0799900054931655,0.9313544975029605,0.9418712850608298,1.6429010033607483,3.44482002587154,0.9475438550154217,1.0089735234507602
random,1.0,val_cph,F4_depth_affine,3369,8.072183872877579,10.203306257957186,-6.277995239735129,7.214001178741455,15.336949348449707,0.4582830826961399,0.4427639043414521,25.724383794229556,37.12808582700532,-1.7053388224462507,-0.9948315741739036
random,1.0,val_cph,D_sparse_mono,3369,8.072183872877579,10.203306257957186,-6.277995239735129,7.214001178741455,15.336949348449707,0.4582830826961399,0.4427639043414521,25.724383794229556,37.12808582700532,-1.7053388224462507,-0.9948315741739036
random,1.0,val_cph,E_sparse_coarse,3369,6.791587586429247,8.11832582313344,-5.622058110116433,6.325479507446289,11.95960960388184,0.7557202961442485,0.7184559744677799,18.98006208737691,27.380847306087098,-0.8696897124609666,-0.5278446223064415
random,5.0,val_cph,A_coarse,3369,5.56596507348941,6.6291528778552715,-4.676066968662511,5.1284379959106445,10.01800537109375,0.8515735208602535,0.8250587053898352,11.861931615405613,17.269662528202453,0.0,0.0
random,5.0,val_cph,B_monocular,3369,8.062834120473706,11.311431424886731,3.310434826771756,5.677421569824219,18.091733932495135,0.31590053756537395,0.27564204912929,13.223391201761034,13.552886107872272,0.8421029743268215,0.9191415409914668
random,5.0,val_cph,F1_nn,3369,0.33811726721404695,2.0772791845394543,0.04978973461769709,0.004378318786621094,0.0581268310546876,0.9717961903295417,0.9769196329919111,0.39071745342678493,0.9357777299552128,1.001362377125276,1.0000705684994893
