Factor,Val_MAE,Test_MAE,Skyscraper_MAE
1,2.3068873818688673,7.998844635307281,14.37537564943234
2,2.3000467587439712,7.959476708670465,14.326967775940895
4,2.292415387342061,8.001502945428618,14.41044790733854
8,2.275731206574073,8.081760344760443,14.570005527377129
