split,min,max,mean,median,p1,p5,p25,p50,p75,p95,p99,std,fraction_gt_0.30,fraction_gt_0.40,fraction_gt_0.50,fraction_gt_0.60,fraction_gt_0.70
copenhagen,0.006438102573156357,0.9996387958526611,0.5710662778645832,0.5815407633781433,0.03258974477648735,0.07585818320512772,0.30321574211120605,0.5815407633781433,0.8700461983680725,0.9794721603393555,0.9940890073776245,0.3064975760592512,0.7525832564742477,0.6704061296251085,0.5714452531602647,0.48590801380298754,0.41185082329644096
new_york,0.010013570077717304,0.9951702952384949,0.14702960352832065,0.06441766768693924,0.01923426054418087,0.028328312560915947,0.04288223758339882,0.06441766768693924,0.14378780126571655,0.6343168616294861,0.9114953279495239,0.19457580438639038,0.1374442489058883,0.10267328332971644,0.0742632548014323,0.05493432504159433,0.041299042878327544
