split,formulation,all_mae,all_rmse,pearson,p95,p99,bldg_mae,bldg_rmse,gt_40_mae,gt_40_bias,gt_40_pred_mean,max_pred
Copenhagen,A,4.068160426561479,5.441741361662194,0.7906898815414315,10.649134432827985,14.170553666573984,5.385477104672679,6.378583404752943,21.789709695180257,-21.783528677622478,35.5809846162796,27.826462533738876
Copenhagen,B,8.951475219074156,10.465394509560838,0.3494238459713407,18.22814690542767,22.862182536387543,7.069569300563291,8.63805019423202,37.489193967813655,-37.485241860676425,19.879271681402884,26.7779460158306
Copenhagen,C,3.9240193747829513,5.525101700984074,0.7719363034847398,11.606425884504116,16.493017029222067,5.114048978939987,6.499511247801963,19.519391475139287,-19.08455104303063,38.27996249904867,33.79250865051344
Copenhagen,D,3.8835609295224742,5.455214812991751,0.779758654585745,11.228831284200636,15.894990690467113,4.908048978746605,6.171002851051948,19.37476580797415,-18.947120064541632,38.41739347753768,33.77738471058346
NewYork,A,7.671968824333614,10.42808828972004,0.8036717434166204,21.428342713250053,30.796430914490312,9.914554790214256,12.43947324929414,18.47545497947269,-18.391417966948616,33.86770087259787,63.90306225529424
NewYork,B,15.948522248861801,18.66088328341548,0.1272822433040733,33.1392370554465,46.00654170628781,14.515993563808259,18.971484282462384,33.284611848751055,-33.284523547498196,18.974595196745895,30.040647903874245
NewYork,C,7.298352685429315,9.980989335486923,0.8199299375477037,20.635331909770944,30.09352733305487,9.267000213209673,11.792581027164813,17.608918124983713,-17.51515243150901,34.74396631273509,64.37426539347828
NewYork,D,7.5617236387295685,10.280713233729678,0.8094602693744315,21.093460843072346,30.527507621551734,9.569030390391285,12.100457212199307,18.065599234229712,-17.975970499464488,34.2831482447796,64.13849010265396
