tile,building_mae,building_rmse,building_bias,pearson
SV_NewYork_40.7372_-73.9871.tif,53.72052764892578,54.83363723754883,53.72052764892578,0.7811594700462572
SV_NewYork_40.7334_-73.9953.tif,54.475059509277344,55.39201736450195,54.475059509277344,0.6901830717020057
SV_NewYork_40.7344_-73.9902.tif,51.887638092041016,54.42719650268555,51.864688873291016,0.7912052157308103
SV_NewYork_40.7335_-74.0035.tif,56.51632308959961,57.0533447265625,56.51632308959961,0.565377867353665
SV_NewYork_40.7372_-73.9916.tif,49.08384704589844,51.039493560791016,49.075843811035156,0.7408958963522239
SV_NewYork_40.7401_-73.9989.tif,56.05868148803711,56.68480682373047,56.05868148803711,0.5426759245039994
SV_NewYork_40.7374_-74.0089.tif,57.77119827270508,58.45160675048828,57.77119827270508,0.5177588145280411
SV_NewYork_40.7385_-73.9783.tif,53.865631103515625,55.4697265625,53.865631103515625,0.8392260295910828
SV_NewYork_40.7358_-73.9834.tif,55.675533294677734,56.48041915893555,55.675533294677734,0.813605633247057
SV_NewYork_40.7373_-73.9934.tif,51.212135314941406,52.625431060791016,51.21150207519531,0.7369322543743133
SV_NewYork_40.7346_-74.0108.tif,57.298091888427734,58.24213790893555,57.298091888427734,0.807177339124228
SV_NewYork_40.7373_-73.9971.tif,55.17250061035156,56.14790344238281,55.17250061035156,0.7353153648235136
SV_NewYork_40.7359_-73.9934.tif,55.892372131347656,57.182472229003906,55.892372131347656,0.6390329090541823
SV_NewYork_40.7388_-74.0052.tif,56.386756896972656,57.04292297363281,56.386756896972656,0.6294816749581106
SV_NewYork_40.7333_-73.9835.tif,56.73563003540039,57.71454620361328,56.73563003540039,0.652759468000866
SV_NewYork_40.7346_-74.0071.tif,57.03432846069336,57.47819900512695,57.03432846069336,0.5193727226860433
SV_NewYork_40.7359_-73.9953.tif,53.429908752441406,54.95448303222656,53.429908752441406,0.729336204340895
SV_NewYork_40.7359_-73.9990.tif,56.51332473754883,57.03055191040039,56.51332473754883,0.5618956708993678
SV_NewYork_40.7373_-73.9953.tif,53.44063186645508,54.9246940612793,53.44060134887695,0.7445845849842259
SV_NewYork_40.7357_-73.9783.tif,53.45585632324219,54.542015075683594,53.45585632324219,0.40159464577889054
SV_NewYork_40.7357_-73.9797.tif,55.035179138183594,56.01956558227539,55.035179138183594,0.36827465651881086
SV_NewYork_40.7358_-73.9853.tif,54.66850662231445,55.68087387084961,54.66523742675781,0.8089455388980165
SV_NewYork_40.7386_-73.9815.tif,57.620574951171875,58.80567932128906,57.620574951171875,0.8133780174649178
SV_NewYork_40.7373_-74.0020.tif,56.62873077392578,57.3523063659668,56.62873077392578,0.7208235449151797
SV_NewYork_40.7387_-74.0020.tif,56.543434143066406,57.245155334472656,56.543434143066406,0.8050702236654497
SV_NewYork_40.7358_-73.9916.tif,53.17793273925781,55.086875915527344,53.17793273925781,0.7789545769942736
SV_NewYork_40.7386_-73.9834.tif,58.669212341308594,59.95829772949219,58.668418884277344,0.6794728559031232
SV_NewYork_40.7344_-73.9871.tif,56.71720886230469,57.44343566894531,56.71720886230469,0.6250503515752428
SV_NewYork_40.7345_-74.0020.tif,57.191829681396484,57.8463249206543,57.191829681396484,0.602621641252889
SV_NewYork_40.7388_-74.0071.tif,56.63868713378906,57.3378791809082,56.63868713378906,0.6291637460010865
SV_NewYork_40.7402_-74.0107.tif,63.28974914550781,63.9022216796875,63.28974914550781,0.7234780843629092
SV_NewYork_40.7401_-73.9971.tif,55.032562255859375,55.90933609008789,55.032562255859375,0.6754627605998345
SV_NewYork_40.7387_-73.9989.tif,53.61640548706055,54.6226806640625,53.61640548706055,0.7443934077039724
SV_NewYork_40.7346_-74.0090.tif,56.32499313354492,56.936092376708984,56.32499313354492,0.8213224519706096
SV_NewYork_40.7401_-74.0019.tif,54.89759063720703,55.63016891479492,54.87873077392578,0.7709678887961523
SV_NewYork_40.7386_-73.9871.tif,52.43412399291992,53.72216033935547,52.38951873779297,0.6380386096671742
SV_NewYork_40.7386_-73.9901.tif,50.30771255493164,52.30742645263672,50.30771255493164,0.802419478357614
SV_NewYork_40.7333_-73.9816.tif,57.61911392211914,58.6818962097168,57.61911392211914,0.5022704947923322
SV_NewYork_40.7332_-73.9784.tif,55.343223571777344,56.29362106323242,55.343223571777344,0.30759875538741416
SV_NewYork_40.7334_-73.9916.tif,54.65241241455078,56.19068908691406,54.65241241455078,0.6653857779968091
