comparison,tile,phase29_max_ndsm,phase52_max_ndsm,same_calibration_engine,same_peak_recovery,same_dtm_logic
Phase 29 vs Phase 52 selected,SV_NewYork_40.7373_-74.0034.tif,50.031036376953125,50.031036376953125,True,True,True
