regime,pixel_count,true_mean,dem_mean,dem_mae,dem_rmse,dem_bias,resid_mean,resid_mae,resid_rmse,resid_bias
non_building,16004264,0.016551602573329015,6.24324982238601,6.227168720054107,9.120171872874348,6.226698219812682,5.812347978682844,5.9638244843036325,8.799962508773753,5.795796376109515
bldg_all,12307288,28.571105787188344,20.47151863215426,9.550771270528516,12.51394108638864,-8.099587155034085,21.031863462758828,9.033758734221632,11.948927676123013,-7.539242324429515
bldg_lt_10,999790,6.221568150678858,11.181984380010633,6.1160148920187964,9.057926262898812,4.9604162293317735,11.154801456581076,6.141830006049758,9.091194653400741,4.933233305902216
bldg_10_20,3770587,15.771075378486806,11.847694584223374,5.09445833818979,6.109057751981391,-3.9233807942634336,12.05354258523508,4.94900970284454,6.03263451857024,-3.7175327932517264
bldg_20_30,3055252,23.720781161502003,16.88578149232144,7.33599306994866,8.42334468466415,-6.834999669180563,17.319354841294786,6.967774499100953,8.124220126121987,-6.401426320207217
bldg_30_40,1590220,35.51607630180783,24.034459890624778,11.790740161540981,13.47704993302864,-11.48161641118305,25.372377037974285,10.501916096488618,12.139192289723658,-10.14369926383354
bldg_gt_40,2891439,54.296499092660035,36.75888710690671,17.658019214299998,20.363037493227733,-17.537611985753323,37.690975309469835,16.736024728700066,19.516679869903392,-16.6055237831902
