config,seed,best_epoch,val_IoU,val_Dice,val_Precision,val_Recall,test_IoU,test_Dice,test_Precision,test_Recall,test_pred_foreground_pct,train_pred_foreground_pct,class_weight,train_tiles
A,0,6,0.19973365948298558,0.30607952113751963,0.7574914930231366,0.23669852169464528,0.33055213003933515,0.4706901433912681,0.5186230479816096,0.555464383229791,48.25284039532697,29.8834228515625,,32
A,1,6,0.1266511469475038,0.21179991443007562,0.7450150072461376,0.14348228268975818,0.41379042413166267,0.5711859731847556,0.6011230661229959,0.6563815158655031,51.15622061270255,44.783935546875,,32
B,0,3,0.49779429837086403,0.6578110115809886,0.6464608459292008,0.6981238828746507,0.2677132401405514,0.3837441862292383,0.8768629295836173,0.29770844605765606,13.97317956995081,72.7252197265625,,937
B,1,4,0.4245414640026606,0.5889346877838335,0.7503750786515793,0.5029859051211412,0.34235842016959356,0.4776983938176151,0.7261503781721748,0.4497980673612183,29.269946063006365,61.157684326171875,,937
C,0,8,0.5312915599022721,0.6869773496630345,0.5938454906533859,0.8412067040273756,0.16624446451373293,0.2416261744604948,0.8726240386644285,0.18348948662058576,7.421309859664352,70.95626831054688,2.431174759294979,937
C,1,5,0.5352925970638099,0.6920839672268086,0.6781281705707272,0.7286984359298735,0.24106346717470334,0.3500298226187263,0.8206774244972895,0.28063353892363857,14.552490799515336,68.19671630859375,2.431174759294979,937
D,0,4,0.5060339455636162,0.6649185415199926,0.6679082086294186,0.6918151143850537,0.15938864144488246,0.24002791605380633,0.810718515536483,0.179669346676443,8.689202202690971,59.2852783203125,,937
D,1,6,0.5093399022159998,0.6676096733480626,0.6259586160964984,0.7431406986754654,0.40735364976369876,0.5563523143549053,0.7700036363761031,0.5038983099091636,29.558831674081308,64.81674194335938,,937
