split,tile_id,category,model,iou,dice,boundary_f1,area_err_pct,cent_err_px,w_err_px,h_err_px
Copenhagen_Val,SV_Copenhagen_55.6770_12.5512.tif,mediumrise,Baseline_A,0.4127808884603975,0.5843523108671617,0.15634753642526233,294931.0958003783,218.0857579084642,451.23333333333335,436.3333333333333
Copenhagen_Val,SV_Copenhagen_55.6770_12.5512.tif,mediumrise,Augmented_D,0.38201096751926983,0.552833481784859,0.0,298066.68410274055,219.7112790823523,449.2068965517241,433.8965517241379
Copenhagen_Val,SV_Copenhagen_55.6699_12.5541.tif,mediumrise,Baseline_A,0.48948016074486483,0.6572496548058536,0.1481705086454115,1168937.5761128217,200.10217019685007,417.1363636363636,406.6818181818182
Copenhagen_Val,SV_Copenhagen_55.6699_12.5541.tif,mediumrise,Augmented_D,0.4803354694815958,0.6489548881103365,0.0038950477250353117,3079775.1294298465,181.7056281193061,459.64516129032256,452.48387096774195
Copenhagen_Val,SV_Copenhagen_55.6798_12.5510.tif,highrise,Baseline_A,0.42066476429225447,0.5922083448051461,0.14829118904442534,73672.61359380944,211.96596014452786,414.7647058823529,397.7647058823529
Copenhagen_Val,SV_Copenhagen_55.6798_12.5510.tif,highrise,Augmented_D,0.4692172986441116,0.6387309747538851,0.05329105888693578,309140.06364339933,223.6064128453502,435.4583333333333,426.4166666666667
Copenhagen_Val,SV_Copenhagen_55.6800_12.5585.tif,highrise,Baseline_A,0.48791147766888454,0.6558340129660092,0.12780203180480335,1234315.1034346744,83.47309349090158,438.875,379.25
Copenhagen_Val,SV_Copenhagen_55.6800_12.5585.tif,highrise,Augmented_D,0.5031991514135842,0.6695043047894004,0.05052982694698725,1224679.5997905727,104.0169365953634,441.44444444444446,388.44444444444446
Copenhagen_Val,SV_Copenhagen_55.6950_12.5501.tif,mediumrise,Baseline_A,0.4784115815515441,0.6471967448326764,0.1880303933823197,135596.9395142354,237.8605145482817,407.14285714285717,379.42857142857144
Copenhagen_Val,SV_Copenhagen_55.6950_12.5501.tif,mediumrise,Augmented_D,0.4432654779214816,0.614253558617435,0.001354937051882798,457166.0859532056,238.2344529555159,413.93333333333334,388.1333333333333
Copenhagen_Val,SV_Copenhagen_55.6800_12.5610.tif,highrise,Baseline_A,0.40397452118144933,0.5754727241652554,0.11926821295708585,545647.6967136743,220.8615159497522,420.6363636363636,392.0
Copenhagen_Val,SV_Copenhagen_55.6800_12.5610.tif,highrise,Augmented_D,0.44006915844276945,0.6111778116526596,0.0,1567058.6412919727,214.70501990873657,430.61538461538464,406.53846153846155
Copenhagen_Val,SV_Copenhagen_55.6947_12.5881.tif,mediumrise,Baseline_A,0.23381395136184344,0.37901006242272955,0.08163794220552029,32338.41983020887,231.56100209097548,418.61538461538464,409.6923076923077
Copenhagen_Val,SV_Copenhagen_55.6947_12.5881.tif,mediumrise,Augmented_D,0.23781329938631152,0.38424744588576587,0.019274773753324124,33164.63132628487,233.14551564027198,421.92857142857144,414.5
Copenhagen_Val,SV_Copenhagen_55.6815_12.5628.tif,highrise,Baseline_A,0.1975533589697267,0.3299282783352298,0.07037574784325326,69789.63272776018,242.61035231324692,435.375,413.0
Copenhagen_Val,SV_Copenhagen_55.6815_12.5628.tif,highrise,Augmented_D,0.19507819182769284,0.3264693359174265,0.006316812439261418,76632.69426311484,257.3542326160423,443.3,427.1
Copenhagen_Val,SV_Copenhagen_55.6800_12.5451.tif,mediumrise,Baseline_A,0.47488837811418455,0.6439651775158528,0.18590362880024183,706332.0707800842,217.56219554804974,451.48571428571427,442.6
Copenhagen_Val,SV_Copenhagen_55.6800_12.5451.tif,mediumrise,Augmented_D,0.4649924396818092,0.6348052414288279,0.009836319458542006,811884.7550887368,221.8606848160361,453.7837837837838,445.4864864864865
Copenhagen_Val,SV_Copenhagen_55.7013_12.5865.tif,mediumrise,Baseline_A,0.49678735720937633,0.6638048548667476,0.18188922918949335,12728.52632543515,230.9852840751768,417.9,407.35
