split,tile_id,prediction_id,reference_id,footprint_iou,centroid_error,area_error,model
Copenhagen_Val,SV_Copenhagen_55.6747_12.5414.tif,1,53,0.005516701794724404,250.99886865526358,249130.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6747_12.5414.tif,1,54,0.005197355815290286,324.04650808111836,249210.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6747_12.5414.tif,1,55,1.5965833117129345e-05,174.84230220749708,250485.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6747_12.5414.tif,1,56,0.00036724494439432524,190.9031283775875,250418.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6747_12.5414.tif,1,57,3.193459794341189e-05,179.23448972366677,250504.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6747_12.5414.tif,1,58,5.9877371143897295e-05,186.92625278402213,250497.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6747_12.5414.tif,1,59,0.014728802681877793,262.09807291218806,246460.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6747_12.5414.tif,1,60,0.008730244231375412,247.17732101930542,248213.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6747_12.5414.tif,1,61,9.181196908730918e-05,295.9046779870885,250489.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6747_12.5414.tif,1,62,0.007588458836303251,332.21139219194544,248611.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6828_12.5583.tif,1,1,0.048504456916474085,246.5221303546074,135740.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6828_12.5583.tif,1,2,0.05297510007463193,200.2864691448405,139338.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6828_12.5583.tif,1,3,0.06309158959615958,115.13106698992678,137747.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6828_12.5583.tif,1,4,0.024800113929973756,205.696878289846,143420.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6828_12.5583.tif,1,5,0.01622891598989597,141.20146368059864,144878.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6828_12.5583.tif,1,6,0.021274721700893673,255.41709549831901,143803.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6828_12.5583.tif,1,7,0.010965388162534584,202.02562100282765,145455.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6828_12.5583.tif,1,1,0.06007695900709535,240.61613061090708,167584.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6828_12.5583.tif,1,2,0.044273973826432625,197.13537414142195,171182.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6828_12.5583.tif,1,3,0.05298031729019437,114.0173506156393,169591.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6828_12.5583.tif,1,4,0.019389347002451526,208.3580872081114,175264.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6828_12.5583.tif,1,5,0.013281376484315247,146.68500001007783,176722.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6828_12.5583.tif,1,6,0.01909509031235348,260.08167570138727,175647.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6828_12.5583.tif,1,7,0.01012215820268882,210.54185773340708,177299.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,1,0.010969402525489122,298.65981128543945,187797.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,2,0.006356222046829781,259.73645848978066,188606.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,3,0.037146250989872044,204.25015524291325,180790.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,4,0.06837526696879721,191.53103258974542,174768.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,3,5,0.11497730711043873,6.912012234562582,585.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,6,0.0008949817844883862,342.25068305639445,189746.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,8,0.015456267761288285,265.05685705226233,186907.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,9,0.00457288228244644,201.83921596193838,188742.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,10,0.001420865675569004,266.16986064223863,189569.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,11,0.0009786177287650476,299.718575637535,189614.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,12,0.002705733101012281,171.58884197219098,189383.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,13,0.06159690658707008,129.999982336646,176427.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,14,0.011374985544727241,149.8194591134819,187458.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,7,15,0.28695652173913044,4.933897547155433,152.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,16,0.006400984605027166,249.0934888006775,188520.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,17,0.03357213165665679,161.079988427051,183507.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,18,0.001113638393208907,265.4225943366062,189285.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,19,0.007460962521920843,252.75385140755358,187985.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,20,0.000778373829809614,219.50554828884572,189576.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,21,0.0006524392810540051,65.91111230444643,189684.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,22,0.008582111136235755,47.07129410414805,188069.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,23,0.005201861718930986,218.46161687307375,188944.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,24,0.04708869525073576,182.14976608897547,180269.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,26,0.006724384298562663,253.24069916472502,188232.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,27,5.7915464482025145e-05,252.32534373152572,189921.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,28,0.024936384092868708,224.4271919221859,184917.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,29,7.88925588538489e-05,282.8141857800208,189717.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,30,0.00430095073647859,159.47681988125967,189089.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,31,0.01586532893974965,215.74213044999644,186876.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,32,0.05758262323175508,249.6598781411955,178679.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,33,0.02520782769386283,191.11242098762642,185135.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,34,0.0007684008315570643,296.4241720688456,189713.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,35,0.002274498241475897,254.18692048740488,189500.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,36,0.010637793907875968,300.5638300852555,187860.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,37,0.013678538572742805,238.6816407272578,187037.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,38,0.005139697720541431,243.64073214540966,188798.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,8,39,0.06873614190687362,15.418355420669526,314.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,40,0.0009947001952559642,265.66727348259394,189668.0,Baseline_A
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,1,0.008433268553190817,297.7028635997298,251029.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,2,0.005237711522965351,254.36368972700677,251838.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,3,0.03611097944415478,201.6038066040729,244022.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,4,0.05989793177544991,179.93687592963707,238000.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,2,5,0.33879310344827585,18.996630303402256,231.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,6,0.000734701616343556,343.0967627395608,252978.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,2,7,0.032989690721649485,28.61974190630974,782.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,8,0.011948776287307832,267.5158085126333,250139.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,9,0.0047005103411227505,189.6732344167864,251974.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,10,0.0014338531544769398,253.7315191776392,252801.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,11,0.0012561027634260796,287.50746121220874,252846.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,12,0.0021685547708204956,173.54448624614847,252615.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,13,0.05334486735870819,135.74553920170783,239659.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,14,0.009772321499107298,137.30853397002596,250690.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,15,0.0008848019465642824,273.2360627683919,252940.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,16,0.005577412270306995,254.88735734344084,251752.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,17,0.025378805833372833,149.13864296312363,246739.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,18,0.0025556556224423693,253.86517107805784,252517.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,19,0.0076906669194672225,242.09579958477605,251217.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,20,0.001406203093646806,209.39399577279485,252808.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,21,0.0009796021551247412,54.234007991715366,252916.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,22,0.007358866189505617,44.48658487287937,251301.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,23,0.0039026085857388885,209.68191740399232,252176.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,24,0.03816893397165474,177.78002976786348,243501.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,25,0.00033970074734164415,259.6645851467489,253078.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,26,0.006715014773032501,246.86531384126476,251464.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,27,4.34500955902103e-05,263.5865365460011,253153.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,28,0.018642436102803663,236.77802602543014,248149.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,29,0.0008492518683541104,277.6504413912712,252949.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,30,0.0033298573256861164,164.57367320764155,252321.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,31,0.011459949391473923,228.18132676195825,250108.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,32,0.043633220451369976,250.72734116824978,241911.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,33,0.018948191686021708,199.72650635667407,248367.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,34,0.0008650519031141869,308.8639379624421,252945.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,35,0.001706403754088259,266.5346035145574,252732.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,36,0.008184418005719613,313.0572672462468,251092.0,Config_D
Copenhagen_Val,SV_Copenhagen_55.6748_12.5454.tif,1,37,0.01141529966149094,249.74852394534975,250269.0,Config_D
